date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:46:32	39680/39680	---MCZ	200	added ('OK')	application/javascript	etag:W/%222f34b630ffe30ba2ff2b91e3f3c322a1%22	https://maxcdn.bootstrapcdn.com/bootstrap/3.4.1/js/bootstrap.min.js	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/maxcdn.bootstrapcdn.com/bootstrap/3.4.1/js/bootstrap.min.js	(from https://creativefox.studio/)
23:46:34	5480/5480	---M--	200	added ('OK')	image/png	date:Sun,%2026%20Mar%202023%2021:57:00%20GMT	https://creativefox.studio/assets/logo_circle.png	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/assets/logo_circle.png	(from https://creativefox.studio/)
23:46:38	25719/25719	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Oct%202023%2006:14:12%20GMT	https://creativefox.studio/pre_ordered/	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/index.html	(from https://creativefox.studio/)
23:46:40	11927/11927	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Mar%202023%2015:03:32%20GMT	https://creativefox.studio/assets/gd.png	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/assets/gd.png	(from https://creativefox.studio/)
23:46:40	1038/1038	---M--	200	added ('OK')	image/png	date:Mon,%2027%20Mar%202023%2016:43:02%20GMT	https://creativefox.studio/assets/yelloc.png	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/assets/yelloc.png	(from https://creativefox.studio/)
23:46:42	25017/25017	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Mar%202023%2015:03:32%20GMT	https://creativefox.studio/assets/6m.png	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/assets/6m.png	(from https://creativefox.studio/)
23:46:49	354489/354489	---M--	200	added ('OK')	image/png	date:Fri,%2017%20Mar%202023%2000:11:10%20GMT	https://creativefox.studio/assets/statue.png	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/assets/statue.png	(from https://creativefox.studio/)
23:47:07	30740/30740	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Mar%202023%2015:03:32%20GMT	https://creativefox.studio/assets/ui-ux.png	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/assets/ui-ux.png	(from https://creativefox.studio/)
23:48:13	1810732/1810732	---M--	200	added ('OK')	application/pdf	date:Fri,%2031%20Mar%202023%2009:57:12%20GMT	https://creativefox.studio/pdf/UI_UX_Design.pdf	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pdf/UI_UX_Design.pdf	(from https://creativefox.studio/)
23:48:25	26013/26013	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Mar%202023%2015:03:32%20GMT	https://creativefox.studio/assets/Video-Editing.png	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/assets/Video-Editing.png	(from https://creativefox.studio/)
23:55:34	80436/80436	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Mar%202023%2015:28:16%20GMT	https://creativefox.studio/assets/reviews/2.png	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/assets/reviews/2.png	(from https://creativefox.studio/)
23:55:38	66042/66042	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Mar%202023%2015:28:16%20GMT	https://creativefox.studio/assets/reviews/1.png	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/assets/reviews/1.png	(from https://creativefox.studio/)
23:55:39	68852/68852	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Mar%202023%2015:28:16%20GMT	https://creativefox.studio/assets/reviews/3.png	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/assets/reviews/3.png	(from https://creativefox.studio/)
23:55:39	88002/88002	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Mar%202023%2015:28:16%20GMT	https://creativefox.studio/assets/reviews/4.png	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/assets/reviews/4.png	(from https://creativefox.studio/)
23:56:07	3657/3657	---M--	200	added ('OK')	image/png	date:Sun,%2026%20Mar%202023%2021:09:40%20GMT	https://creativefox.studio/assets/pin.png	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/assets/pin.png	(from https://creativefox.studio/)
23:58:33	1625772/1625772	UR-M--	200	added ('Partial%20Content')	image/png	date:Fri,%2017%20Mar%202023%2000:20:32%20GMT	https://creativefox.studio/assets/bg-top.png	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/assets/bg-top.png	(from https://creativefox.studio/)
23:58:39	1038/1038	---M--	200	added ('OK')	image/png	date:Wed,%2019%20Apr%202023%2012:41:18%20GMT	https://creativefox.studio/pre_ordered/images/favicon.png	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/favicon.png	(from https://creativefox.studio/pre_ordered/)
23:58:42	232691/232691	---M-Z	200	added ('OK')	text/css	date:Mon,%2017%20Apr%202023%2001:12:46%20GMT	https://creativefox.studio/pre_ordered/css/bootstrap.min.css	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/css/bootstrap.min.css	(from https://creativefox.studio/pre_ordered/)
23:58:45	18065/18065	---M-Z	200	added ('OK')	text/css	etag:W/%224691-p8Uo3JAYru/tmlIzcWjeyyIOL2E%22	https://cdn.jsdelivr.net/npm/swiper@9/swiper-bundle.min.css	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/cdn.jsdelivr.net/npm/swiper@9/swiper-bundle.min.css	(from https://creativefox.studio/pre_ordered/)
23:58:46	16671/16671	---M-Z	200	added ('OK')	text/css	date:Wed,%2019%20Apr%202023%2012:43:29%20GMT	https://creativefox.studio/pre_ordered/css/style.css	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/css/style.css	(from https://creativefox.studio/pre_ordered/)
23:58:47	1823/1823	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Apr%202023%2000:31:50%20GMT	https://creativefox.studio/pre_ordered/images/fire.png	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/fire.png	(from https://creativefox.studio/pre_ordered/)
23:58:49	115857/115857	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Apr%202023%2012:38:28%20GMT	https://creativefox.studio/pre_ordered/images/banner1.png	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/banner1.png	(from https://creativefox.studio/pre_ordered/)
23:58:50	647569/647569	---M--	200	added ('OK')	image/png	date:Sun,%2026%20Mar%202023%2021:38:38%20GMT	https://creativefox.studio/assets/gallery_mobile.png	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/assets/gallery_mobile.png	(from https://creativefox.studio/)
23:58:50	1952/1952	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Apr%202023%2002:42:50%20GMT	https://creativefox.studio/pre_ordered/images/check-circle.png	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/check-circle.png	(from https://creativefox.studio/pre_ordered/)
23:58:50	2935/2935	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Apr%202023%2000:29:08%20GMT	https://creativefox.studio/pre_ordered/images/clock.png	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/clock.png	(from https://creativefox.studio/pre_ordered/)
23:58:51	3263/3263	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Apr%202023%2000:29:30%20GMT	https://creativefox.studio/pre_ordered/images/chectbox.png	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/chectbox.png	(from https://creativefox.studio/pre_ordered/)
23:58:51	1990/1990	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Apr%202023%2000:29:54%20GMT	https://creativefox.studio/pre_ordered/images/monitor.png	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/monitor.png	(from https://creativefox.studio/pre_ordered/)
23:58:52	2404/2404	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Apr%202023%2000:30:28%20GMT	https://creativefox.studio/pre_ordered/images/certificate.png	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/certificate.png	(from https://creativefox.studio/pre_ordered/)
23:59:00	469176/469176	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Apr%202023%2021:21:08%20GMT	https://creativefox.studio/pre_ordered/images/01.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/01.jpg	(from https://creativefox.studio/pre_ordered/)
00:01:01	0/-1	---M--	408	error ('')			https://creativefox.studio/styles/style.css	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/styles/style.html	(from https://creativefox.studio/)
00:02:26	170993/170993	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Fri,%2014%20Apr%202023%2021:21:08%20GMT	https://creativefox.studio/pre_ordered/images/05.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/05.jpg	(from https://creativefox.studio/pre_ordered/)
00:02:27	140905/140905	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Apr%202023%2021:21:08%20GMT	https://creativefox.studio/pre_ordered/images/06.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/06.jpg	(from https://creativefox.studio/pre_ordered/)
00:02:30	25103/25103	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Apr%202023%2021:21:08%20GMT	https://creativefox.studio/pre_ordered/images/08.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/08.jpg	(from https://creativefox.studio/pre_ordered/)
00:04:34	193790/193790	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202023%2012:38:26%20GMT	https://creativefox.studio/pre_ordered/images/11.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/11.jpg	(from https://creativefox.studio/pre_ordered/)
00:07:28	116508/116508	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202023%2012:38:28%20GMT	https://creativefox.studio/pre_ordered/images/16.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/16.jpg	(from https://creativefox.studio/pre_ordered/)
00:10:18	293976/293976	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Apr%202023%2021:21:08%20GMT	https://creativefox.studio/pre_ordered/images/26.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/26.jpg	(from https://creativefox.studio/pre_ordered/)
00:12:38	110/110	---M--	408	error ('Request%20Time-out')	text/html		https://creativefox.studio/pre_ordered/images/31.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/31.jpg	(from https://creativefox.studio/pre_ordered/)
00:16:28	110/110	---M--	408	error ('Request%20Time-out')	text/html		https://creativefox.studio/pre_ordered/images/38.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/38.jpg	(from https://creativefox.studio/pre_ordered/)
00:16:31	5699/5699	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Apr%202023%2000:33:52%20GMT	https://creativefox.studio/pre_ordered/images/logo1.png	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/logo1.png	(from https://creativefox.studio/pre_ordered/)
00:16:32	11835/11835	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Apr%202023%2000:34:14%20GMT	https://creativefox.studio/pre_ordered/images/logo2.png	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/logo2.png	(from https://creativefox.studio/pre_ordered/)
00:16:33	10396/10396	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Apr%202023%2000:34:48%20GMT	https://creativefox.studio/pre_ordered/images/logo3.png	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/logo3.png	(from https://creativefox.studio/pre_ordered/)
00:16:35	5966/5966	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Apr%202023%2000:35:14%20GMT	https://creativefox.studio/pre_ordered/images/logo4.png	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/logo4.png	(from https://creativefox.studio/pre_ordered/)
00:16:43	2134/2134	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Apr%202023%2000:36:14%20GMT	https://creativefox.studio/pre_ordered/images/whatsapp.png	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/whatsapp.png	(from https://creativefox.studio/pre_ordered/)
00:17:00	19366/19366	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Apr%202023%2021:21:08%20GMT	https://creativefox.studio/pre_ordered/images/reviews/2.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/reviews/2.jpg	(from https://creativefox.studio/pre_ordered/)
00:17:02	26899/26899	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Apr%202023%2021:21:08%20GMT	https://creativefox.studio/pre_ordered/images/reviews/1.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/reviews/1.jpg	(from https://creativefox.studio/pre_ordered/)
00:17:06	23987/23987	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Apr%202023%2021:21:08%20GMT	https://creativefox.studio/pre_ordered/images/reviews/3.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/reviews/3.jpg	(from https://creativefox.studio/pre_ordered/)
00:17:10	33798/33798	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Apr%202023%2021:21:08%20GMT	https://creativefox.studio/pre_ordered/images/reviews/5.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/reviews/5.jpg	(from https://creativefox.studio/pre_ordered/)
00:17:14	17081/17081	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Apr%202023%2021:21:08%20GMT	https://creativefox.studio/pre_ordered/images/reviews/6.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/reviews/6.jpg	(from https://creativefox.studio/pre_ordered/)
00:17:15	23832/23832	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Apr%202023%2021:21:08%20GMT	https://creativefox.studio/pre_ordered/images/reviews/4.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/reviews/4.jpg	(from https://creativefox.studio/pre_ordered/)
00:17:20	23309/23309	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Apr%202023%2021:21:08%20GMT	https://creativefox.studio/pre_ordered/images/reviews/8.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/reviews/8.jpg	(from https://creativefox.studio/pre_ordered/)
00:17:20	30829/30829	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Apr%202023%2021:21:08%20GMT	https://creativefox.studio/pre_ordered/images/reviews/9.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/reviews/9.jpg	(from https://creativefox.studio/pre_ordered/)
00:17:20	15878/15878	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Apr%202023%2021:21:08%20GMT	https://creativefox.studio/pre_ordered/images/reviews/7.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/reviews/7.jpg	(from https://creativefox.studio/pre_ordered/)
00:17:21	21970/21970	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Apr%202023%2021:21:08%20GMT	https://creativefox.studio/pre_ordered/images/reviews/11.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/reviews/11.jpg	(from https://creativefox.studio/pre_ordered/)
00:17:22	29277/29277	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Apr%202023%2021:21:08%20GMT	https://creativefox.studio/pre_ordered/images/reviews/13.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/reviews/13.jpg	(from https://creativefox.studio/pre_ordered/)
00:17:22	28241/28241	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Apr%202023%2021:21:08%20GMT	https://creativefox.studio/pre_ordered/images/reviews/10.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/reviews/10.jpg	(from https://creativefox.studio/pre_ordered/)
00:17:23	29738/29738	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Apr%202023%2021:21:08%20GMT	https://creativefox.studio/pre_ordered/images/reviews/12.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/reviews/12.jpg	(from https://creativefox.studio/pre_ordered/)
00:17:23	25208/25208	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Apr%202023%2021:21:08%20GMT	https://creativefox.studio/pre_ordered/images/reviews/14.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/reviews/14.jpg	(from https://creativefox.studio/pre_ordered/)
00:17:23	23735/23735	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Apr%202023%2021:21:08%20GMT	https://creativefox.studio/pre_ordered/images/reviews/15.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/reviews/15.jpg	(from https://creativefox.studio/pre_ordered/)
00:17:24	80578/80578	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2017%20Apr%202023%2001:13:04%20GMT	https://creativefox.studio/pre_ordered/js/bootstrap.bundle.min.js	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/js/bootstrap.bundle.min.js	(from https://creativefox.studio/pre_ordered/)
00:17:25	25844/25844	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Apr%202023%2021:21:08%20GMT	https://creativefox.studio/pre_ordered/images/reviews/16.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/images/reviews/16.jpg	(from https://creativefox.studio/pre_ordered/)
00:17:27	1789113/1789113	UR-M--	200	added ('Partial%20Content')	application/pdf	date:Fri,%2031%20Mar%202023%2009:56:46%20GMT	https://creativefox.studio/pdf/Graphic_Design.pdf	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pdf/Graphic_Design.pdf	(from https://creativefox.studio/)
00:17:29	140562/140562	---M-Z	200	added ('OK')	application/javascript	etag:W/%2222512-6lnzeyMttt7iaUB4vyHhU6CbrN0%22	https://cdn.jsdelivr.net/npm/swiper@9/swiper-bundle.min.js	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/cdn.jsdelivr.net/npm/swiper@9/swiper-bundle.min.js	(from https://creativefox.studio/pre_ordered/)
00:17:33	2228177/2228177	UR-M--	200	added ('Partial%20Content')	application/pdf	date:Fri,%2031%20Mar%202023%2009:56:46%20GMT	https://creativefox.studio/pdf/6_month_Diploma.pdf	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pdf/6_month_Diploma.pdf	(from https://creativefox.studio/)
00:17:39	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2020%20Nov%202023%2019:17:31%20GMT	https://creativefox.studio/pre_ordered/js/jquery-3.5.1.slim.min.js	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/js/jquery-3.5.1.slim.min.js	(from https://creativefox.studio/pre_ordered/)
00:17:41	494/494	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2018%20Apr%202023%2020:53:56%20GMT	https://creativefox.studio/pre_ordered/js/custom.js	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/js/custom.js	(from https://creativefox.studio/pre_ordered/)
00:17:45	109586/109586	UR-M--	200	added ('Partial%20Content')	image/png	date:Sat,%2021%20Oct%202023%2017:07:22%20GMT	https://creativefox.studio/assets/degital.png	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/assets/degital.png	(from https://creativefox.studio/)
00:17:53	31550/31550	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Mar%202023%2015:03:32%20GMT	https://creativefox.studio/assets/Motion-Graphics.png	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/assets/Motion-Graphics.png	(from https://creativefox.studio/)
00:17:57	352100/352100	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Tue,%2028%20Mar%202023%2001:52:42%20GMT	https://creativefox.studio/assets/pinter.jpg	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/assets/pinter.jpg	(from https://creativefox.studio/)
00:18:54	88530/88530	UR-M--	200	added ('Partial%20Content')	image/png	date:Mon,%2020%20Mar%202023%2015:28:16%20GMT	https://creativefox.studio/assets/reviews/5.png	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/assets/reviews/5.png	(from https://creativefox.studio/)
00:18:54	0/-1	---M--	408	error ('')			https://creativefox.studio/styles/style.css	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/styles/style.html	(from https://creativefox.studio/)
00:18:55	9302/9302	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2017%20Apr%202023%2001:00:34%20GMT	https://creativefox.studio/pre_ordered/fonts/Couture-Bold.eot	C:/Users/YaseenAmaan/OneDrive/Pictures/New%20folder%20(2)/yaseen/creativefox.studio/pre_ordered/fonts/Couture-Bold.eot	(from https://creativefox.studio/pre_ordered/css/style.css)
